date_disclosed,country,ifc_country_code,sector,project_name,project_number,company_name,status,ifc_investment_for_risk_management_million_usd,ifc_investment_for_guarantee_million_usd,ifc_investment_for_loan_million_usd,ifc_investment_for_equity_million_usd,total_ifc_investment_as_approved_by_board_million_usd
16.06.14,Iraq,IRQ,Agribusiness and Forestry,Al Safi Danone Iraq LLC,34376,AL SAFI DANONE IRAQ,Active,NA,NA,18,NA,18
16.06.14,South Africa,SOU,Financial Institutions,DARP SPV Nimble,34798,NIMBLE INTERNATIONAL,Pending Approval,NA,NA,75,12.4,87.4
13.06.14,MENA Region,EMN,"Oil, Gas, and Mining",Abraaj North Africa Fund II,34823,ABRAAJ NORTH AFRICA FUND II LP,Active,NA,NA,NA,20,20
11.06.14,China,CHA,Infrastructure,MTI Environment,33670,MTI ENVIRONMENT GROUP LTD,Completed,NA,NA,NA,4,4
10.06.14,Rwanda,RWA,Agribusiness and Forestry,Africa Improved Foods Limited,34396,Koninklijke DSM N.V.,Active,NA,NA,7,1,8
02.06.14,India,IND,Infrastructure,Powergrid Equity,34442,POWER GRID CORPORATION OF INDIA LIMITED,Active,NA,NA,NA,199.11,199.11
02.06.14,Kyrgyz Republic,KGZ,Manufacturing,Avtomash,34518,Automash-Radiator LLC,Hold,NA,NA,NA,NA,NA
30.05.14,Brazil,BRA,Financial Institutions,Itau Clim. Smart,34525,ITAU UNIBANCO SA,Active,NA,NA,100,NA,100
30.05.14,Colombia,CLM,Financial Institutions,Davivienda TII,34860,BANCO DAVIVIENDA S A,Active,NA,NA,NA,NA,NA
29.05.14,Mali,MLI,Financial Institutions,MC Mali,34765,BAOBAB MALI,Active,NA,NA,2.7,1.3,4
29.05.14,India,IND,Health and Education,Jubilant Pharma,35027,JUBILANT PHARMA LIMITED,Active,NA,NA,110,NA,110
28.05.14,Eastern Europe Region,EER,Agribusiness and Forestry,Soufflet 2,34759,SOUFFLET FINANCES,Active,NA,NA,81.9,NA,81.9
28.05.14,Georgia,GEO,Agribusiness and Forestry,Kvarlis Baga,34907,Kvarlis Baga LTD,Completed,NA,NA,2,NA,2
27.05.14,India,IND,"Tourism, Retail, and Property",SAMHI,34227,SAMHI HOTELS PRIVATE LIMITED,Active,NA,NA,20.95,NA,20.95
27.05.14,Georgia,GEO,Agribusiness and Forestry,Tbilvino II,35109,TBILVINO JSC,Active,NA,NA,2,NA,2
27.05.14,India,IND,Financial Institutions,PNB HFL,35226,P N B Housing Finance Limited,Active,NA,NA,50,35,85
23.05.14,Africa Region,AFR,Infrastructure,"Helios Investors III, L.P.",34569,HELIOS INVESTORS III LP,Active,NA,NA,NA,25,25
23.05.14,Georgia,GEO,Manufacturing,The Ksani II,34591,JSC Saatksio Szagadoeba MINA,Active,NA,NA,10,NA,10
23.05.14,Ecuador,ECU,Financial Institutions,Pichincha Senior,34649,Banco Pichincha CA,Completed,NA,NA,30,NA,30
23.05.14,Haiti,HAI,Health and Education,Codevi II,34687,Grupo M SA,Active,NA,NA,10,NA,10
22.05.14,China,CHA,"Telecommunications, Media, and Technology",Aihuishou,35160,AiHuiShou International Co Ltd,Active,NA,NA,NA,5,5
16.05.14,Russian Federation,RUS,"Tourism, Retail, and Property",Globus Russia,33535,OOO HYPERGLOBUS,Hold,NA,NA,NA,NA,NA
16.05.14,Mauritania,MTA,Agribusiness and Forestry,Tiviski S.A.R.L,33704,TIVISKI SA,Pending Approval,NA,NA,4.76,NA,4.76
16.05.14,Liberia,LIB,"Oil, Gas, and Mining",New Liberty Gold Project,34785,BEA MOUNTAIN MINING CORPORATION,Completed,NA,NA,NA,19.17,19.17
16.05.14,Tajikistan,TJK,Financial Institutions,FMBT loan 2,34997,The First MicroFinanceBank CJSC,Completed,NA,NA,2.5,NA,2.5
15.05.14,Latin America Region,LAC,Agribusiness and Forestry,AMERRA Latin America Finance LLP,35170,AMERRA LATIN AMERICA FINANCE LLC,Completed,NA,NA,10,NA,10
14.05.14,Romania,ROM,Financial Institutions,Raiffeisen Bank Romania Bond,33830,RAIFFEISEN BANK SA,Completed,NA,NA,30.97,NA,30.97
13.05.14,Chile,CHL,Infrastructure,Luz del Norte,34405,Parque Fotovoltaico Luz del Norte SpA,Active,NA,NA,60,NA,60
13.05.14,Haiti,HAI,Financial Institutions,Sogebank Sr Loan,34672,Societe Generale Haitienne de Banque SA,Completed,NA,NA,25,NA,25
12.05.14,Brazil,BRA,Financial Institutions,Austral,34766,AUSTRAL PARTICIPACOES SA,Active,NA,NA,NA,41.55,41.55
12.05.14,Malawi,MAL,Agribusiness and Forestry,Malawi Mangoes,34816,MALAWI MANGOES (Mauritius) LIMITED,Active,NA,NA,5,NA,5
08.05.14,South Africa,SOU,Agribusiness and Forestry,IHS-SA,31851,"IHS FUND II SA COLLECTOR, L.P.",Active,NA,NA,NA,25,25
08.05.14,Myanmar,BUA,Financial Institutions,Yoma Equity,34178,YOMA BANK LIMITED,Active,NA,5,5,0,10
07.05.14,Africa Region,AFR,"Oil, Gas, and Mining",Africinvest Fund III LLC,34234,AFRICINVEST FUND III LLC,Active,NA,NA,NA,24.57,24.57
07.05.14,Brazil,BRA,Financial Institutions,BBM Agri,34243,BANCO BOCOM BBM S.A.,Completed,NA,NA,50,NA,50
03.05.14,Kenya,KEN,Agribusiness and Forestry,Bidco Bev. & Det,33385,BIDCO AFRICA LIMITED,Active,NA,NA,23,NA,23
02.05.14,South Africa,SOU,Agribusiness and Forestry,Bakhresa SA (Pty) Limited,33327,BAKHRESA SA (PTY) LTD,Active,NA,NA,25,NA,25
02.05.14,World Region,WLD,Financial Institutions,APRM II BNPP,33656,RSF BNP Paribas Commodity Futures Limited,Completed,NA,100,NA,NA,100
02.05.14,South Africa,SOU,Infrastructure,Xina Solar One (Pty) Ltd,34051,Xina Solar One RF (Pty) Ltd,Active,5,NA,47.15,NA,52.15
02.05.14,Moldova,MDA,Financial Institutions,GTST transoil,34474,Aragvi Holding International Limited,Completed,NA,NA,35,NA,35
02.05.14,Colombia,CLM,Financial Institutions,Kandeo Fund II L.P,34990,KANDEO FUND II (B) LP,Active,NA,NA,NA,20,20
01.05.14,Senegal,SEN,Infrastructure,SENAC 2,33098,SOCIETE EIFFAGE DE LA NOUVELLE AUTOROUTE CONCEDEE,Active,NA,NA,35.22,NA,35.22
01.05.14,Russian Federation,RUS,Financial Institutions,SDM Loan,34481,COMMERCIAL BANK SDM-BANK Open Joint-Stock Company,Completed,NA,NA,NA,NA,NA
30.04.14,Central Asia Region,CAS,Health and Education,Labnet CIS,32785,MedLab CoÃ¶peratief U.A.,Hold,NA,NA,5,7.5,12.5
30.04.14,Nigeria,NIR,Health and Education,Eagle Eye Echo-Scan,33951,ECHO SCAN SERVICES LIMITED,Active,NA,NA,0,11.6,11.6
30.04.14,Vietnam,VNM,Infrastructure,Mekong Enterprise Fund III L.P.,34408,Mekong Enterprise Fund III Limited Partnership,Active,NA,NA,NA,15,15
30.04.14,MENA Region,EMN,"Telecommunications, Media, and Technology",SAB SAS,34886,SAB SAS,Active,NA,NA,NA,13.19,13.19
29.04.14,Nicaragua,NIC,Health and Education,Metropolitano II,33779,Hospital Metropolitano Vivian Pellas,Active,NA,NA,4.35,NA,4.35
29.04.14,Paraguay,PAR,Financial Institutions,BBVA PY CL II,35007,BANCO BILBAO VIZCAYA ARGENTARIA PARAGUAY S.A.,Completed,NA,NA,40,NA,40
28.04.14,Lao People's Democratic Republic,LAO,Financial Institutions,BFL RSF,32726,BFL SME RISK SHARING FACILITY,Active,NA,5,NA,NA,5
28.04.14,Brazil,BRA,"Oil, Gas, and Mining",Borborema,34022,CRUSADER RESOURCES LIMITED,Completed,NA,NA,NA,6.49,6.49
28.04.14,Jordan,JOR,Infrastructure,Queen Alia II,34536,AIRPORT INTERNATIONAL GROUP,Active,NA,NA,21.2,NA,21.2
28.04.14,Haiti,HAI,Infrastructure,"Port Lafito, S.A.",34593,PORT LAFITO S A,Active,NA,NA,12,2.97,14.97
25.04.14,Cote d'Ivoire,IVC,Financial Institutions,Bridge Bank Group Cote d'Ivoire,33491,BRIDGE BANK GROUP COTE D'IVOIRE,Pending Approval,NA,NA,6.81,3.5,10.31
25.04.14,Colombia,CLM,"Oil, Gas, and Mining",PacificMidstream,34553,PACIFIC MIDSTREAM LTD,Active,NA,NA,NA,80,80
25.04.14,India,IND,"Telecommunications, Media, and Technology",Tikona Broadband,34980,TIKONA DIGITAL NETWORKS PRIVATE LIMITED,Active,NA,NA,25,0,25
25.04.14,Cambodia,KAM,Financial Institutions,Prasac Sr Loan 2,34993,PRASAC MICROFINANCE INSTITUTION LIMITED,Completed,NA,NA,10,NA,10
24.04.14,Bangladesh,BAN,Financial Institutions,WCSS Prime Bank BSLF III,33669,PRIME BANK LTD.,Completed,NA,NA,20,NA,20
24.04.14,Bosnia and Herzegovina,BIH,Financial Institutions,MF Banka SL,33754,MF BANKA AKCIONARSKO DRUSTVO,Completed,NA,NA,5.35,NA,5.35
24.04.14,Turkey,TUR,Health and Education,Recordati Ilac,34448,RECORDATI ILAÃ‡ SAN.VE TIC. A.S.,Active,NA,NA,34.03,NA,34.03
23.04.14,China,CHA,Financial Institutions,Yi Ming China Fund,34122,CMIA CAPITAL PARTNERS PTE. LTD.,Active,NA,NA,NA,15,15
21.04.14,Ukraine,UKR,Agribusiness and Forestry,MHP Corporate Loan,34041,"Myronivsky Khliboprodukt, Publichne AT",Active,NA,NA,100,NA,100
21.04.14,Paraguay,PAR,Agribusiness and Forestry,Agrotec Extension,34095,AGRIHOLD MANAGEMENT CORP,Completed,NA,NA,110,NA,110
21.04.14,Bangladesh,BAN,Financial Institutions,WCSS Eastern II,35054,EASTERN BANK LIMITED,Completed,NA,NA,30,NA,30
18.04.14,Bangladesh,BAN,Financial Institutions,WCSS BRAC II,35053,BRAC BANK LIMITED,Completed,NA,NA,40,NA,40
17.04.14,Mexico,MXC,Infrastructure,Tuxpan,32817,Tuxpan Port Terminal SA de CV,Active,NA,NA,75,NA,75
17.04.14,Sri Lanka,SRI,Manufacturing,MAS Capital (Private) Limited,34652,MAS CAPITAL (PRIVATE) LIMITED,Active,NA,NA,30,NA,30
17.04.14,Indonesia,INS,Financial Institutions,IIF A&B Loan,34837,PT INDONESIA INFRASTRUCTURE FINANCE,Completed,NA,NA,30,NA,30
16.04.14,Ghana,GHA,Financial Institutions,Access Ghana,33037,ACCESS BANK (GHANA) PLC,Pending Approval,NA,NA,30,NA,30
16.04.14,"Congo, Democratic Republic of",ZAI,Agribusiness and Forestry,Terra AMC,34451,Terra S.A.R.L,Active,NA,NA,18,NA,18
15.04.14,World Region,WLD,Financial Institutions,RA Energy Access Fund,31386,"RESPONSABILITY ENERGY ACCESS FUND S.A., SICAV SIF",Active,NA,NA,10,0,10
15.04.14,Peru,PER,Financial Institutions,BanBif Subdebt,34799,Banco Interamericano de Finanzas,Active,NA,NA,NA,NA,NA
14.04.14,World Region,WLD,"Tourism, Retail, and Property",Auchan Global I,34888,AUCHAN HOLDING SA,Hold,NA,NA,304.24,41.49,345.73
14.04.14,Africa Region,AFR,"Telecommunications, Media, and Technology",Helios Towers Africa Ltd,34963,HELIOS TOWERS AFRICA LLP,Active,NA,NA,NA,35,35
11.04.14,Tajikistan,TJK,"Telecommunications, Media, and Technology",TCell,34211,Indigo Tadzhikistan ZAO,Active,2,NA,30,NA,32
11.04.14,Nigeria,NIR,Financial Institutions,FCMB III,34220,FIRST CITY MONUMENT BANK LIMITED.,Active,NA,NA,50,NA,50
11.04.14,Sri Lanka,SRI,Infrastructure,Emerald Sri Lanka Fund I Limited,34483,Emerald Sri Lanka Fund I Limited,Active,NA,NA,NA,10,10
11.04.14,Bangladesh,BAN,Financial Institutions,Working Capital Systemic Solutions - Southeast Bank 2,35055,SOUTHEAST BANK LIMITED,Completed,NA,NA,15,NA,15
10.04.14,Brazil,BRA,Infrastructure,Vix Logistica,33782,VIX LOGISTICA S/A.,Active,NA,NA,NA,76.03,76.03
09.04.14,India,IND,Agribusiness and Forestry,Lucid Colloids,34335,LUCID COLLOIDS LIMITED,Active,NA,NA,15,12.43,27.43
08.04.14,World Region,WLD,Health and Education,Education Innovation Fund,32429,LEARN CAPITAL VENTURE PARTNERS III LP,Active,NA,NA,NA,20,20
08.04.14,MENA Region,EMN,Financial Institutions,Wamda Ventures,33806,WAMDA MENA PARTNERS LTD,Active,NA,NA,NA,10,10
04.04.14,Brazil,BRA,Financial Institutions,DARP SSF Plural,34608,Brasil Plural Special Situations Fundo de Investimento Multimercado Credito Privado,Completed,NA,NA,NA,22.36,22.36
03.04.14,Africa Region,AFR,"Tourism, Retail, and Property",CITICC,34224,CITICC (AFRICA) Holding Limited,Active,NA,NA,0,60,60
03.04.14,Ethiopia,ETH,Manufacturing,GTST Ethiopia II,34934,INDEPENDENT PETROLEUM GROUP K.S.C.P,Completed,NA,NA,150,NA,150
02.04.14,Ghana,GHA,Financial Institutions,WCSS SG GHANA,34383,SOCIETE GENERALE GHANA LIMITED,Completed,NA,NA,30,NA,30
01.04.14,Indonesia,INS,"Tourism, Retail, and Property",PT Ciputra Residence,33018,"CIPUTRA RESIDENCE, PT",Active,NA,25.19,NA,NA,25.19
01.04.14,Bangladesh,BAN,Financial Institutions,Frontier II,34111,FRONTIER BANGLADESH II LP,Active,NA,NA,NA,20,20
26.03.14,Cambodia,KAM,Financial Institutions,Amret MFI Equity,34748,AMRET PLC,Active,NA,NA,10,17.5,27.5
25.03.14,Indonesia,INS,Financial Institutions,Muamalat SME,33884,"BANK MUAMALAT INDONESIA, PT TBK",Hold,NA,NA,NA,NA,NA
25.03.14,"Congo, Democratic Republic of",ZAI,Manufacturing,PPC Barnet DRC,34135,PPC BARNET DRC QUARRYING S.A,Active,NA,NA,56.1,11.2,67.3
24.03.14,East Asia and Pacific Region,EAP,Infrastructure,Sunergise Equity,34235,SUNERGISE INTERNATIONAL LIMITED,Active,NA,NA,NA,2,2
21.03.14,"Congo, Democratic Republic of",ZAI,Manufacturing,Nyumba Ya Akiba,34623,NYUMBA YA AKIBA SA,Active,NA,NA,30,NA,30
21.03.14,Chile,CHL,Financial Institutions,Darp SPV Chile,34882,La Avanzada Fondo de Inversion Privado,Completed,NA,NA,15,5,20
19.03.14,"Macedonia, former Yugoslav Republic of",MKD,Financial Institutions,Tutunska Sub,34389,NLB BANKA AD SKOPJE,Completed,NA,NA,27.3,NA,27.3
18.03.14,Brazil,BRA,"Telecommunications, Media, and Technology",On Telecom,33142,ON TELECOMUNICACOES LTDA,Active,NA,NA,30,25,55
18.03.14,India,IND,Financial Institutions,Janalakshmi NCD,34576,JANA SMALL FINANCE BANK LIMITED,Completed,NA,NA,19.9,NA,19.9
18.03.14,Tajikistan,TJK,Financial Institutions,Eskhata SL&SD'14,34671,Eskhata Bank OAO,Active,NA,NA,15,NA,15
14.03.14,India,IND,Infrastructure,DJEPL and UUPPL,34565,DJ ENERGY PRIVATE LIMITED,Active,NA,NA,50.03,NA,50.03
13.03.14,Lebanon,LEB,Financial Institutions,Fransabank CL II,34320,FRANSABANK SAL,Active,NA,NA,7,NA,7
13.03.14,Lebanon,LEB,Financial Institutions,Lebanese Leasing Company,34321,LEBANESE LEASING COMPANY SAL,Active,NA,NA,1.5,NA,1.5
12.03.14,Latin America Region,LAC,Financial Institutions,CCFP Bladex,33063,Banco Latinoamericano de Comercio Exterior S.A.,Active,NA,NA,175,NA,175
10.03.14,Country Name Pending,NA,"Oil, Gas, and Mining",Bank Audi,33558,Company Name Pending,Active,NA,NA,37.5,NA,37.5
06.03.14,Myanmar,BUA,"Tourism, Retail, and Property",Landmark Myanmar,33428,MEEYAHTA DEVELOPMENT LIMITED,Active,NA,NA,50,20,70
06.03.14,Lebanon,LEB,Financial Institutions,Al Majmoua,33931,THE LEBANESE ASSOCIATION FOR DEVELOPMENT,Active,NA,NA,3,NA,3
05.03.14,Turkey,TUR,"Oil, Gas, and Mining",Transatlantic,34457,Transatlantic Petroleum Ltd.,Completed,10,NA,50,NA,60
05.03.14,China,CHA,Financial Institutions,CHUEE Rizhao,34463,"Bank of Rizhao Co., Ltd.",Completed,NA,24.01,NA,NA,24.01
04.03.14,Nepal,NEP,Agribusiness and Forestry,Probiotech,33069,PROBIOTECH INDUSTRIES PRIVATE LIMITED,Active,NA,NA,NA,1.9,1.9
04.03.14,Bangladesh,BAN,Financial Institutions,WCSS Bank Asia,34184,BANK ASIA LTD,Completed,NA,NA,30,NA,30
04.03.14,Uruguay,URU,Financial Institutions,Scanntech,34301,SCANNTECH,Active,NA,NA,NA,10,10
04.03.14,India,IND,Health and Education,NephroPlus,34679,NEPHROCARE HEALTH SERVICES PRIVATE LIMITED,Active,NA,NA,NA,7,7
28.02.14,World Region,WLD,Financial Institutions,CRRP,31847,RISK SHARING FACILITY CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,Completed,NA,88,NA,NA,88
28.02.14,MENA Region,EMN,Financial Institutions,EuroMena III LP,34118,EUROMENA III LIMITED PARTNERSHIP,Active,NA,NA,NA,15,15
28.02.14,World Region,WLD,Manufacturing,Mapei,34144,MAPEI SPA,Active,NA,NA,68.99,NA,68.99
25.02.14,Peru,PER,Health and Education,Education Project - El Comercio,33332,PROYECTOS EDUCATIVOS INTEGRALES DEL PERU S.A.C.,Active,NA,NA,NA,25,25
24.02.14,Colombia,CLM,Financial Institutions,FDN EQ,33862,FINANCIERA DE DESARROLLO NACIONAL SA,Active,NA,NA,NA,127.19,127.19
24.02.14,Romania,ROM,Financial Institutions,Garanti MSME,34605,GARANTI BANK SA,Completed,NA,NA,48.29,NA,48.29
21.02.14,Guatemala,GUA,Infrastructure,TCQ,32763,"TERMINAL DE CONTENEDORES QUETZAL, S.A.",Active,NA,NA,35,9.7,44.7
21.02.14,South Africa,SOU,Agribusiness and Forestry,Westfalia Fruto Mocambique (Pty) ltd,34183,Westfalia Fruto Mozambique Limitada,Active,NA,NA,4.14,NA,4.14
20.02.14,East Asia and Pacific Region,EAP,"Telecommunications, Media, and Technology",AEP II,34439,OLYMPUS GREEN CAPITAL PARTNERS II LP,Active,NA,NA,NA,25,25
20.02.14,India,IND,Financial Institutions,Chola NCD,34658,CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY LIMITED,Active,NA,NA,52.53,NA,52.53
19.02.14,Tanzania,TAN,Financial Institutions,"CRDB SME Loan, GWFP and GTFP",33608,CRDB BANK PLC,Active,NA,NA,34,NA,34
19.02.14,Turkey,TUR,"Tourism, Retail, and Property",RC Ronesans Insaat Taahhut A.S.,33904,RC RONESANS INSAAT TAAHHUT ANONIM SIRKETI,Active,NA,NA,70,NA,70
18.02.14,India,IND,Financial Institutions,Bandhan Sub Debt,34571,BANDHAN FINANCIAL SERVICES LIMITED,Active,NA,NA,26.68,NA,26.68
17.02.14,India,IND,Financial Institutions,AU NCD,34476,AU SMALL FINANCE BANK LIMITED,Completed,NA,NA,30,NA,30
17.02.14,India,IND,Financial Institutions,Magma NCD,34725,MAGMA FINCORP LIMITED,Active,NA,NA,35.85,NA,35.85
17.02.14,Africa Region,AFR,Health and Education,IFHA II,34034,IFHA-II CoÃ¶peratief U.A.,Active,NA,NA,NA,24,24
14.02.14,Vietnam,VNM,"Tourism, Retail, and Property",Nam Long Housing,32370,NAM LONG INVESTMENT CORPORATION,Completed,NA,NA,NA,7.58,7.58
12.02.14,China,CHA,Infrastructure,CEI Water,31781,China Everbright International Limited,Active,NA,NA,60,10,70
11.02.14,Russian Federation,RUS,"Oil, Gas, and Mining",Novomet,33480,"NOVOMET-PERM, AO",Completed,NA,NA,55,NA,55
11.02.14,Paraguay,PAR,Financial Institutions,Bancop CL,33629,BANCOP S.A.,Completed,NA,NA,7,NA,7
11.02.14,Nigeria,NIR,Financial Institutions,Diamond Agri JV,34149,DIAMOND BANK PLC,Pending Approval,NA,NA,70,NA,70
10.02.14,Armenia,ARM,Infrastructure,Vorotan Hydros,33450,CONTOURGLOBAL HYDRO CASCADE CJSC,Completed,NA,NA,16.66,7.14,23.8
10.02.14,Indonesia,INS,Infrastructure,Asahan 1 Hydro Electric Power Plant,33853,"BAJRADAYA SENTRANUSA, PT",Active,NA,NA,75,7.5,82.5
07.02.14,Nigeria,NIR,Financial Institutions,AIICO,33203,AIICO INSURANCE PLC,Active,NA,NA,20,NA,20
07.02.14,World Region,WLD,Financial Institutions,Global Facility for Women Entrepreneurs,33997,BANKING ON WOMEN - GOLDMAN SACHS,Pending Approval,NA,NA,100,NA,100
07.02.14,Western Africa Region,WAN,Financial Institutions,Synergy Private Equity Fund Limited,34352,Synergy Private Equity Fund LP,Active,NA,NA,NA,10,10
06.02.14,Eastern Europe Region,EER,Financial Institutions,RBI Equity,31979,RAIFFEISEN ZENTRALBANK OESTERREICH AG,Active,NA,NA,NA,186.05,186.05
06.02.14,Ethiopia,ETH,"Tourism, Retail, and Property",CrownPlaza Addis,33201,TSEMEX HOTELS AND BUSINESS PLC,Active,NA,NA,9.43,NA,9.43
05.02.14,World Region,WLD,"Telecommunications, Media, and Technology",Ayla Networks,34428,"AYLA NETWORKS, INC.",Active,NA,NA,NA,4.5,4.5
03.02.14,Nigeria,NIR,Agribusiness and Forestry,Boulos F&B,33473,Boulos Group of Companies,Completed,NA,NA,4.5,3.5,8
31.01.14,Haiti,HAI,Infrastructure,Willbes in Haiti,30350,THE WILLBES HAITIAN SA,Completed,NA,NA,4,NA,4
31.01.14,Kenya,KEN,Manufacturing,National Cement Company Ltd,32888,NATIONAL CEMENT COMPANY LIMITED,Active,NA,NA,55,15,70
31.01.14,Croatia,HRV,Infrastructure,Rudine WPP,34079,VJETROELEKTRANA RUDINE d.o.o.,Active,NA,NA,27.22,NA,27.22
30.01.14,Colombia,CLM,Agribusiness and Forestry,MAS Equity Partners Fund III,32832,"MAS Equity Fund III, L.P.",Active,NA,NA,NA,15,15
30.01.14,Mexico,MXC,Health and Education,Sala Uno,33770,"Salauno Salud, S.A.P.I. de C.V.",Active,NA,NA,NA,2.24,2.24
29.01.14,China,CHA,Manufacturing,CenturySunshine2,33903,CENTURY SUNSHINE GROUP HOLDINGS LIMITED,Active,NA,NA,25,15,40
28.01.14,Ghana,GHA,Manufacturing,Quantum Terminal,33311,QUANTUM TERMINALS LIMITED,Pending Approval,NA,NA,8,NA,8
24.01.14,MENA Region,EMN,Financial Institutions,GTLP Extn FIM Bank 2,34624,FIMBANK P.L.C.,Completed,NA,NA,30,NA,30
23.01.14,Kyrgyz Republic,KGZ,Financial Institutions,Bai Tushum Bank,33030,Bank Bai-Tushum CJSC,Completed,NA,NA,4,NA,4
23.01.14,Panama,PAN,Financial Institutions,Multibank Climate Smart and SME,33467,Multibank Inc.,Active,NA,NA,40,NA,40
22.01.14,Sri Lanka,SRI,Financial Institutions,NDB Debt Syndication,34286,NATIONAL DEVELOPMENT BANK PLC,Active,NA,NA,20,NA,20
17.01.14,Pakistan,PAK,Infrastructure,China Three Gorges South Asia Investment Limited,34062,CHINA THREE GORGES SOUTH ASIA INVESTMENT LIMITED,Active,NA,NA,NA,125,125
17.01.14,Turkey,TUR,Infrastructure,Izmir tramway,34306,Izmir Metropolitan Municipality,Active,NA,NA,74.52,NA,74.52
15.01.14,"Congo, Democratic Republic of",ZAI,Financial Institutions,Rawbank SME Global Facility,33740,RAWBANK SA,Active,NA,NA,12.9,NA,12.9
14.01.14,Ghana,GHA,Infrastructure,Ghana Grid Company Limited,33512,GHANA GRID CO LTD,Hold,NA,NA,65,NA,65
08.01.14,Brazil,BRA,Financial Institutions,SupplierCard,30835,SUPPLIERCARD ADMINISTRADORA DE CARTOES DE CREDITO SA,Completed,NA,NA,17.23,NA,17.23
08.01.14,Brazil,BRA,Health and Education,Anima Equity,34325,ANIMA HOLDING S.A.,Completed,NA,NA,NA,20,20
07.01.14,Tajikistan,TJK,Financial Institutions,IMON SL III,34332,CJSC MICROCREDIT DEPOSIT TAKING ORGANIZATION IMON INTERNATIONAL,Completed,NA,NA,5,NA,5
07.01.14,Nigeria,NIR,"Oil, Gas, and Mining",7 Energy,34450,SEVEN ENERGY INTERNATIONAL LIMITED,Active,NA,NA,0,75,75
02.01.14,Turkey,TUR,Financial Institutions,Abank EE,34488,ALTERNATIFBANK ANONIM SIRKETI,Active,NA,NA,50,NA,50
26.12.13,World Region,WLD,Agribusiness and Forestry,Delta Partners 2,34721,DELTA PARTNERS EMERGING MARKETS TMT GROWTH FUND II LP,Hold,NA,NA,NA,NA,NA
23.12.13,East Asia and Pacific Region,EAP,Financial Institutions,IFC Asia Fund,33800,"IFC EMERGING ASIA FUND, LP",Active,NA,NA,NA,200,200
23.12.13,China,CHA,Agribusiness and Forestry,CDH Fund V,34076,"CDH Fund V, LP",Active,NA,NA,NA,75,75
23.12.13,Georgia,GEO,Financial Institutions,Credo Georgia,34092,CREDO BANK JSC,Completed,NA,NA,4,NA,4
23.12.13,World Region,WLD,Infrastructure,Ioxus,34585,"Ioxus, Inc.",Completed,NA,NA,NA,5,5
20.12.13,Country Name Pending,NA,Financial Institutions,Tier II Subloan,32400,Company Name Pending,Completed,NA,NA,77.5,NA,77.5
20.12.13,Romania,ROM,Financial Institutions,BT AMC Subdebt,34534,BANCA TRANSILVANIA SA,Active,NA,NA,NA,NA,NA
19.12.13,Brazil,BRA,Health and Education,Mauricio Equity,33578,Ser Educacional S/A.,Active,NA,NA,NA,20,20
19.12.13,Guyana,GUY,"Oil, Gas, and Mining",Aurora Gold,34228,Guyana Goldfields Inc,Completed,5,NA,50,10,65
18.12.13,Sri Lanka,SRI,Financial Institutions,SFCL Senior Loan,33889,SENKADAGALA FINANCE PLC,Completed,NA,NA,7,NA,7
16.12.13,World Region,WLD,Funds,Abraaj Global Health Fund,33475,ABRAAJ GROWTH MARKETS HEALTH FUND LP,Active,NA,NA,NA,150,150
16.12.13,Zambia,ZAM,Financial Institutions,Bayport Zambia,33794,BAYPORT FINANCIAL SERVICES ZAMBIA LIMITED,Completed,NA,NA,10.76,NA,10.76
13.12.13,Jamaica,JAM,"Telecommunications, Media, and Technology",Facey Group II,33791,FACEY GROUP LIMITED,Active,NA,NA,NA,20,20
13.12.13,Senegal,SEN,Agribusiness and Forestry,"Societe Industrielle Agroalimentaire S.A.(""SIAGRO"")",33844,SOCIETE INDUSTRIELLE AGRO-ALIMENTAIRE S.A,Active,NA,NA,6.88,NA,6.88
12.12.13,East Asia and Pacific Region,EAP,Manufacturing,ZincOx,33722,ZINCOX RESOURCES PLC,Completed,NA,NA,NA,8,8
06.12.13,China,CHA,Agribusiness and Forestry,Hekangyuan Poultry Breeding,33944,SHANDONG HEKANGYUAN POULTRY BREEDING INC LTD,Active,NA,NA,NA,10,10
04.12.13,Africa Region,AFR,Infrastructure,Investec Africa Private Equity Fund 2,33017,INVESTEC AFRICA PRIVATE EQUITY FUND 2 GP L.P.,Active,NA,NA,NA,30,30
02.12.13,China,CHA,Financial Institutions,MicroCred China RMB Ln,33780,MicroCred China Limited,Pending Approval,NA,NA,14.51,NA,14.51
27.11.13,Brazil,BRA,Infrastructure,AEGEA Equity,33239,Aegea Saneamento e ParticipaÃ§Ãµes S/A.,Active,NA,NA,NA,5,5
27.11.13,Burkina Faso,BUR,"Tourism, Retail, and Property",Marina Mkt BKF 2,34527,MARINA MARKET SARL,Active,NA,NA,1.09,NA,1.09
